product_name,product_category,product_size,region,country,city,venue,year,year_month,month,product_price,qty_sold_monthly,monthly_sales,avg_product_sales_by_month_of_the_year
hot coffee,drink,small,North America,USA,Miami,Miami,2022,2022-11,11,7.99,10,79.9,211.89
hot coffee,drink,small,North America,USA,Miami,Miami,2022,2022-12,12,7.99,14,111.86,196.87
hot coffee,drink,small,North America,USA,Miami,Miami,2023,2023-01,1,7.99,22,175.78,188.88
hot coffee,drink,small,North America,USA,Miami,Miami,2023,2023-02,2,7.99,14,111.86,186.65
hot coffee,drink,small,North America,USA,Miami,Miami,2023,2023-03,3,7.99,28,223.72,175.23
hot coffee,drink,small,North America,USA,Miami,Miami,2023,2023-04,4,7.99,16,127.84,189.2
hot coffee,drink,small,North America,USA,Miami,Miami,2023,2023-05,5,7.99,17,135.83,211.89
hot coffee,drink,small,North America,USA,Miami,Miami,2023,2023-06,6,7.99,29,231.71,200.71
hot coffee,drink,small,North America,USA,Miami,Miami,2023,2023-07,7,7.99,32,255.68,201.99
hot coffee,drink,small,North America,USA,Miami,Miami,2023,2023-08,8,7.99,24,191.76,199.11
hot coffee,drink,small,North America,USA,Miami,Miami,2023,2023-09,9,7.99,19,151.81,171.31
hot coffee,drink,small,North America,USA,Miami,Miami,2023,2023-10,10,7.99,12,95.88,203.27
hot coffee,drink,small,North America,USA,Miami,Miami,2023,2023-11,11,7.99,33,263.67,211.89
hot coffee,drink,small,North America,USA,Miami,Miami,2023,2023-12,12,7.99,47,375.53,196.87
hot coffee,drink,small,North America,USA,Miami,Miami,2024,2024-01,1,7.99,11,87.89,188.88
hot coffee,drink,small,North America,USA,Miami,Miami,2024,2024-02,2,7.99,10,79.9,186.65
hot coffee,drink,small,North America,USA,Miami,Miami,2024,2024-03,3,7.99,32,255.68,175.23
hot coffee,drink,small,North America,USA,Miami,Miami,2024,2024-04,4,7.99,29,231.71,189.2
hot coffee,drink,small,North America,USA,Miami,Miami,2024,2024-05,5,7.99,30,239.7,211.89
hot coffee,drink,small,North America,USA,Miami,Miami,2024,2024-06,6,7.99,16,127.84,200.71
hot coffee,drink,small,North America,USA,Miami,Miami,2024,2024-07,7,7.99,39,311.61,201.99
hot coffee,drink,small,North America,USA,Miami,Miami,2024,2024-08,8,7.99,28,223.72,199.11
hot coffee,drink,small,North America,USA,Miami,Miami,2024,2024-09,9,7.99,27,215.73,171.31
hot coffee,drink,small,North America,USA,Miami,Miami,2024,2024-10,10,7.99,24,191.76,203.27
hot coffee,drink,small,North America,USA,Miami,Miami,2024,2024-11,11,7.99,35,279.65,211.89
hot coffee,drink,small,North America,USA,Miami,Miami,2024,2024-12,12,7.99,26,207.74,196.87
hot coffee,drink,small,North America,USA,Miami,Miami,2025,2025-01,1,7.99,30,239.7,188.88
hot coffee,drink,small,North America,USA,Miami,Miami,2025,2025-02,2,7.99,21,167.79,186.65
hot coffee,drink,small,North America,USA,Miami,Miami,2025,2025-03,3,7.99,7,55.93,175.23
hot coffee,drink,small,North America,USA,New York,New York,2020,2020-03,3,7.99,17,135.83,175.23
hot coffee,drink,small,North America,USA,New York,New York,2020,2020-04,4,7.99,37,295.63,189.2
hot coffee,drink,small,North America,USA,New York,New York,2020,2020-05,5,7.99,25,199.75,211.89
hot coffee,drink,small,North America,USA,New York,New York,2020,2020-06,6,7.99,21,167.79,200.71
hot coffee,drink,small,North America,USA,New York,New York,2020,2020-07,7,7.99,32,255.68,201.99
hot coffee,drink,small,North America,USA,New York,New York,2020,2020-08,8,7.99,28,223.72,199.11
hot coffee,drink,small,North America,USA,New York,New York,2020,2020-09,9,7.99,14,111.86,171.31
hot coffee,drink,small,North America,USA,New York,New York,2020,2020-10,10,7.99,42,335.58,203.27
hot coffee,drink,small,North America,USA,New York,New York,2020,2020-11,11,7.99,9,71.91,211.89
hot coffee,drink,small,North America,USA,New York,New York,2020,2020-12,12,7.99,30,239.7,196.87
hot coffee,drink,small,North America,USA,New York,New York,2021,2021-01,1,7.99,25,199.75,188.88
hot coffee,drink,small,North America,USA,New York,New York,2021,2021-02,2,7.99,20,159.8,186.65
hot coffee,drink,small,North America,USA,New York,New York,2021,2021-03,3,7.99,22,175.78,175.23
hot coffee,drink,small,North America,USA,New York,New York,2021,2021-04,4,7.99,25,199.75,189.2
hot coffee,drink,small,North America,USA,New York,New York,2021,2021-05,5,7.99,35,279.65,211.89
hot coffee,drink,small,North America,USA,New York,New York,2021,2021-06,6,7.99,29,231.71,200.71
hot coffee,drink,small,North America,USA,New York,New York,2021,2021-07,7,7.99,6,47.94,201.99
hot coffee,drink,small,North America,USA,New York,New York,2021,2021-08,8,7.99,23,183.77,199.11
hot coffee,drink,small,North America,USA,New York,New York,2021,2021-09,9,7.99,8,63.92,171.31
hot coffee,drink,small,North America,USA,New York,New York,2021,2021-10,10,7.99,44,351.56,203.27
hot coffee,drink,small,North America,USA,New York,New York,2021,2021-11,11,7.99,31,247.69,211.89
hot coffee,drink,small,North America,USA,New York,New York,2021,2021-12,12,7.99,16,127.84,196.87
hot coffee,drink,small,North America,USA,New York,New York,2022,2022-01,1,7.99,16,127.84,188.88
hot coffee,drink,small,North America,USA,New York,New York,2022,2022-02,2,7.99,21,167.79,186.65
hot coffee,drink,small,North America,USA,New York,New York,2022,2022-03,3,7.99,33,263.67,175.23
hot coffee,drink,small,North America,USA,New York,New York,2022,2022-04,4,7.99,20,159.8,189.2
hot coffee,drink,small,North America,USA,New York,New York,2022,2022-05,5,7.99,23,183.77,211.89
hot coffee,drink,small,North America,USA,New York,New York,2022,2022-06,6,7.99,17,135.83,200.71
hot coffee,drink,small,North America,USA,New York,New York,2022,2022-07,7,7.99,35,279.65,201.99
hot coffee,drink,small,North America,USA,New York,New York,2022,2022-08,8,7.99,21,167.79,199.11
hot coffee,drink,small,North America,USA,New York,New York,2022,2022-09,9,7.99,12,95.88,171.31
hot coffee,drink,small,North America,USA,New York,New York,2022,2022-10,10,7.99,23,183.77,203.27
hot coffee,drink,small,North America,USA,New York,New York,2022,2022-11,11,7.99,18,143.82,211.89
hot coffee,drink,small,North America,USA,New York,New York,2022,2022-12,12,7.99,21,167.79,196.87
hot coffee,drink,small,North America,USA,New York,New York,2023,2023-01,1,7.99,26,207.74,188.88
hot coffee,drink,small,North America,USA,New York,New York,2023,2023-02,2,7.99,12,95.88,186.65
hot coffee,drink,small,North America,USA,New York,New York,2023,2023-03,3,7.99,30,239.7,175.23
hot coffee,drink,small,North America,USA,New York,New York,2023,2023-04,4,7.99,14,111.86,189.2
hot coffee,drink,small,North America,USA,New York,New York,2023,2023-05,5,7.99,34,271.66,211.89
hot coffee,drink,small,North America,USA,New York,New York,2023,2023-06,6,7.99,19,151.81,200.71
hot coffee,drink,small,North America,USA,New York,New York,2023,2023-07,7,7.99,35,279.65,201.99
hot coffee,drink,small,North America,USA,New York,New York,2023,2023-08,8,7.99,29,231.71,199.11
hot coffee,drink,small,North America,USA,New York,New York,2023,2023-09,9,7.99,32,255.68,171.31
hot coffee,drink,small,North America,USA,New York,New York,2023,2023-10,10,7.99,21,167.79,203.27
hot coffee,drink,small,North America,USA,New York,New York,2023,2023-11,11,7.99,32,255.68,211.89
hot coffee,drink,small,North America,USA,New York,New York,2023,2023-12,12,7.99,22,175.78,196.87
hot coffee,drink,small,North America,USA,New York,New York,2024,2024-01,1,7.99,11,87.89,188.88
hot coffee,drink,small,North America,USA,New York,New York,2024,2024-02,2,7.99,24,191.76,186.65
hot coffee,drink,small,North America,USA,New York,New York,2024,2024-03,3,7.99,28,223.72,175.23
hot coffee,drink,small,North America,USA,New York,New York,2024,2024-04,4,7.99,47,375.53,189.2
hot coffee,drink,small,North America,USA,New York,New York,2024,2024-05,5,7.99,41,327.59,211.89
hot coffee,drink,small,North America,USA,New York,New York,2024,2024-06,6,7.99,36,287.64,200.71
hot coffee,drink,small,North America,USA,New York,New York,2024,2024-07,7,7.99,25,199.75,201.99
hot coffee,drink,small,North America,USA,New York,New York,2024,2024-08,8,7.99,24,191.76,199.11
hot coffee,drink,small,North America,USA,New York,New York,2024,2024-09,9,7.99,9,71.91,171.31
hot coffee,drink,small,North America,USA,New York,New York,2024,2024-10,10,7.99,13,103.87,203.27
hot coffee,drink,small,North America,USA,New York,New York,2024,2024-11,11,7.99,41,327.59,211.89
hot coffee,drink,small,North America,USA,New York,New York,2024,2024-12,12,7.99,20,159.8,196.87
hot coffee,drink,small,North America,USA,New York,New York,2025,2025-01,1,7.99,37,295.63,188.88
hot coffee,drink,small,North America,USA,New York,New York,2025,2025-02,2,7.99,21,167.79,186.65
hot coffee,drink,small,North America,USA,Seattle,Seattle,2020,2020-03,3,7.99,29,231.71,175.23
hot coffee,drink,small,North America,USA,Seattle,Seattle,2020,2020-04,4,7.99,29,231.71,189.2
hot coffee,drink,small,North America,USA,Seattle,Seattle,2020,2020-05,5,7.99,51,407.49,211.89
hot coffee,drink,small,North America,USA,Seattle,Seattle,2020,2020-06,6,7.99,42,335.58,200.71
hot coffee,drink,small,North America,USA,Seattle,Seattle,2020,2020-07,7,7.99,20,159.8,201.99
hot coffee,drink,small,North America,USA,Seattle,Seattle,2020,2020-08,8,7.99,30,239.7,199.11
hot coffee,drink,small,North America,USA,Seattle,Seattle,2020,2020-09,9,7.99,36,287.64,171.31
hot coffee,drink,small,North America,USA,Seattle,Seattle,2020,2020-10,10,7.99,24,191.76,203.27
hot coffee,drink,small,North America,USA,Seattle,Seattle,2020,2020-11,11,7.99,18,143.82,211.89
hot coffee,drink,small,North America,USA,Seattle,Seattle,2020,2020-12,12,7.99,36,287.64,196.87
hot coffee,drink,small,North America,USA,Seattle,Seattle,2021,2021-01,1,7.99,7,55.93,188.88
hot coffee,drink,small,North America,USA,Seattle,Seattle,2021,2021-02,2,7.99,23,183.77,186.65
hot coffee,drink,small,North America,USA,Seattle,Seattle,2021,2021-03,3,7.99,32,255.68,175.23
hot coffee,drink,small,North America,USA,Seattle,Seattle,2021,2021-04,4,7.99,30,239.7,189.2
hot coffee,drink,small,North America,USA,Seattle,Seattle,2021,2021-05,5,7.99,32,255.68,211.89
hot coffee,drink,small,North America,USA,Seattle,Seattle,2021,2021-06,6,7.99,31,247.69,200.71
hot coffee,drink,small,North America,USA,Seattle,Seattle,2021,2021-07,7,7.99,28,223.72,201.99
hot coffee,drink,small,North America,USA,Seattle,Seattle,2021,2021-08,8,7.99,13,103.87,199.11
hot coffee,drink,small,North America,USA,Seattle,Seattle,2021,2021-09,9,7.99,14,111.86,171.31
hot coffee,drink,small,North America,USA,Seattle,Seattle,2021,2021-10,10,7.99,20,159.8,203.27
hot coffee,drink,small,North America,USA,Seattle,Seattle,2021,2021-11,11,7.99,54,431.46,211.89
hot coffee,drink,small,North America,USA,Seattle,Seattle,2021,2021-12,12,7.99,28,223.72,196.87
hot coffee,drink,small,North America,USA,Seattle,Seattle,2022,2022-01,1,7.99,41,327.59,188.88
hot coffee,drink,small,North America,USA,Seattle,Seattle,2022,2022-02,2,7.99,29,231.71,186.65
hot coffee,drink,small,North America,USA,Seattle,Seattle,2022,2022-03,3,7.99,23,183.77,175.23
hot coffee,drink,small,North America,USA,Seattle,Seattle,2022,2022-04,4,7.99,23,183.77,189.2
hot coffee,drink,small,North America,USA,Seattle,Seattle,2022,2022-05,5,7.99,18,143.82,211.89
hot coffee,drink,small,North America,USA,Seattle,Seattle,2022,2022-06,6,7.99,15,119.85,200.71
hot coffee,drink,small,North America,USA,Seattle,Seattle,2022,2022-07,7,7.99,24,191.76,201.99
hot coffee,drink,small,North America,USA,Seattle,Seattle,2022,2022-08,8,7.99,32,255.68,199.11
hot coffee,drink,small,North America,USA,Seattle,Seattle,2022,2022-09,9,7.99,17,135.83,171.31
hot coffee,drink,small,North America,USA,Seattle,Seattle,2022,2022-10,10,7.99,37,295.63,203.27
hot coffee,drink,small,North America,USA,Seattle,Seattle,2022,2022-11,11,7.99,28,223.72,211.89
hot coffee,drink,small,North America,USA,Seattle,Seattle,2022,2022-12,12,7.99,22,175.78,196.87
hot coffee,drink,small,North America,USA,Seattle,Seattle,2023,2023-01,1,7.99,25,199.75,188.88
hot coffee,drink,small,North America,USA,Seattle,Seattle,2023,2023-02,2,7.99,17,135.83,186.65
hot coffee,drink,small,North America,USA,Seattle,Seattle,2023,2023-03,3,7.99,12,95.88,175.23
hot coffee,drink,small,North America,USA,Seattle,Seattle,2023,2023-04,4,7.99,27,215.73,189.2
hot coffee,drink,small,North America,USA,Seattle,Seattle,2023,2023-05,5,7.99,33,263.67,211.89
hot coffee,drink,small,North America,USA,Seattle,Seattle,2023,2023-06,6,7.99,37,295.63,200.71
hot coffee,drink,small,North America,USA,Seattle,Seattle,2023,2023-07,7,7.99,27,215.73,201.99
hot coffee,drink,small,North America,USA,Seattle,Seattle,2023,2023-08,8,7.99,25,199.75,199.11
hot coffee,drink,small,North America,USA,Seattle,Seattle,2023,2023-09,9,7.99,28,223.72,171.31
hot coffee,drink,small,North America,USA,Seattle,Seattle,2023,2023-10,10,7.99,21,167.79,203.27
hot coffee,drink,small,North America,USA,Seattle,Seattle,2023,2023-11,11,7.99,21,167.79,211.89
hot coffee,drink,small,North America,USA,Seattle,Seattle,2023,2023-12,12,7.99,22,175.78,196.87
hot coffee,drink,small,North America,USA,Seattle,Seattle,2024,2024-01,1,7.99,30,239.7,188.88
hot coffee,drink,small,North America,USA,Seattle,Seattle,2024,2024-02,2,7.99,34,271.66,186.65
hot coffee,drink,small,North America,USA,Seattle,Seattle,2024,2024-03,3,7.99,32,255.68,175.23
hot coffee,drink,small,North America,USA,Seattle,Seattle,2024,2024-04,4,7.99,33,263.67,189.2
hot coffee,drink,small,North America,USA,Seattle,Seattle,2024,2024-05,5,7.99,24,191.76,211.89
hot coffee,drink,small,North America,USA,Seattle,Seattle,2024,2024-06,6,7.99,25,199.75,200.71
hot coffee,drink,small,North America,USA,Seattle,Seattle,2024,2024-07,7,7.99,8,63.92,201.99
hot coffee,drink,small,North America,USA,Seattle,Seattle,2024,2024-08,8,7.99,32,255.68,199.11
hot coffee,drink,small,North America,USA,Seattle,Seattle,2024,2024-09,9,7.99,32,255.68,171.31
hot coffee,drink,small,North America,USA,Seattle,Seattle,2024,2024-10,10,7.99,33,263.67,203.27
hot coffee,drink,small,North America,USA,Seattle,Seattle,2024,2024-11,11,7.99,29,231.71,211.89
hot coffee,drink,small,North America,USA,Seattle,Seattle,2024,2024-12,12,7.99,29,231.71,196.87
hot coffee,drink,small,North America,USA,Seattle,Seattle,2025,2025-01,1,7.99,25,199.75,188.88
hot coffee,drink,small,North America,USA,Seattle,Seattle,2025,2025-02,2,7.99,29,231.71,186.65
hot coffee,drink,small,North America,USA,Seattle,Seattle,2025,2025-03,3,7.99,11,87.89,175.23
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2020,2020-03,3,9.99,30,299.7,277.72
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2020,2020-04,4,9.99,33,329.67,340.86
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2020,2020-05,5,9.99,43,429.57,320.88
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2020,2020-06,6,9.99,28,279.72,313.29
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2020,2020-07,7,9.99,23,229.77,324.87
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2020,2020-08,8,9.99,47,469.53,338.06
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2020,2020-09,9,9.99,58,579.42,287.71
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2020,2020-10,10,9.99,29,289.71,336.46
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2020,2020-11,11,9.99,44,439.56,336.06
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2020,2020-12,12,9.99,37,369.63,331.67
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2021,2021-01,1,9.99,39,389.61,312.89
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2021,2021-02,2,9.99,48,479.52,265.5
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2021,2021-03,3,9.99,48,479.52,277.72
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2021,2021-04,4,9.99,42,419.58,340.86
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2021,2021-05,5,9.99,25,249.75,320.88
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2021,2021-06,6,9.99,41,409.59,313.29
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2021,2021-07,7,9.99,26,259.74,324.87
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2021,2021-08,8,9.99,27,269.73,338.06
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2021,2021-09,9,9.99,39,389.61,287.71
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2021,2021-10,10,9.99,37,369.63,336.46
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2021,2021-11,11,9.99,38,379.62,336.06
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2021,2021-12,12,9.99,42,419.58,331.67
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2022,2022-01,1,9.99,28,279.72,312.89
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2022,2022-02,2,9.99,39,389.61,265.5
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2022,2022-03,3,9.99,33,329.67,277.72
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2022,2022-04,4,9.99,40,399.6,340.86
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2022,2022-05,5,9.99,35,349.65,320.88
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2022,2022-06,6,9.99,28,279.72,313.29
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2022,2022-07,7,9.99,30,299.7,324.87
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2022,2022-08,8,9.99,36,359.64,338.06
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2022,2022-09,9,9.99,22,219.78,287.71
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2022,2022-10,10,9.99,36,359.64,336.46
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2022,2022-11,11,9.99,40,399.6,336.06
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2022,2022-12,12,9.99,33,329.67,331.67
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2023,2023-01,1,9.99,32,319.68,312.89
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2023,2023-02,2,9.99,24,239.76,265.5
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2023,2023-03,3,9.99,27,269.73,277.72
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2023,2023-04,4,9.99,24,239.76,340.86
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2023,2023-05,5,9.99,46,459.54,320.88
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2023,2023-06,6,9.99,32,319.68,313.29
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2023,2023-07,7,9.99,27,269.73,324.87
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2023,2023-08,8,9.99,54,539.46,338.06
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2023,2023-09,9,9.99,22,219.78,287.71
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2023,2023-10,10,9.99,46,459.54,336.46
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2023,2023-11,11,9.99,44,439.56,336.06
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2023,2023-12,12,9.99,32,319.68,331.67
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2024,2024-01,1,9.99,26,259.74,312.89
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2024,2024-02,2,9.99,8,79.92,265.5
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2024,2024-03,3,9.99,30,299.7,277.72
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2024,2024-04,4,9.99,24,239.76,340.86
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2024,2024-05,5,9.99,27,269.73,320.88
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2024,2024-06,6,9.99,44,439.56,313.29
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2024,2024-07,7,9.99,27,269.73,324.87
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2024,2024-08,8,9.99,33,329.67,338.06
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2024,2024-09,9,9.99,45,449.55,287.71
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2024,2024-10,10,9.99,41,409.59,336.46
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2024,2024-11,11,9.99,57,569.43,336.06
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2024,2024-12,12,9.99,20,199.8,331.67
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2025,2025-01,1,9.99,36,359.64,312.89
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2025,2025-02,2,9.99,23,229.77,265.5
iced coffee,drink,large,LATAM,Argentina,Buenos Aires,Buenos Aires,2025,2025-03,3,9.99,7,69.93,277.72
iced coffee,drink,large,LATAM,Peru,Lima,Lima,2020,2020-03,3,9.99,27,269.73,277.72
iced coffee,drink,large,LATAM,Peru,Lima,Lima,2020,2020-04,4,9.99,41,409.59,340.86
iced coffee,drink,large,LATAM,Peru,Lima,Lima,2020,2020-05,5,9.99,10,99.9,320.88
iced coffee,drink,large,LATAM,Peru,Lima,Lima,2020,2020-06,6,9.99,23,229.77,313.29
iced coffee,drink,large,LATAM,Peru,Lima,Lima,2020,2020-07,7,9.99,58,579.42,324.87
iced coffee,drink,large,LATAM,Peru,Lima,Lima,2020,2020-08,8,9.99,31,309.69,338.06
iced coffee,drink,large,LATAM,Peru,Lima,Lima,2020,2020-09,9,9.99,14,139.86,287.71
iced coffee,drink,large,LATAM,Peru,Lima,Lima,2020,2020-10,10,9.99,43,429.57,336.46
iced coffee,drink,large,LATAM,Peru,Lima,Lima,2020,2020-11,11,9.99,43,429.57,336.06
iced coffee,drink,large,LATAM,Peru,Lima,Lima,2020,2020-12,12,9.99,31,309.69,331.67
iced coffee,drink,large,LATAM,Peru,Lima,Lima,2021,2021-01,1,9.99,18,179.82,312.89
iced coffee,drink,large,LATAM,Peru,Lima,Lima,2021,2021-02,2,9.99,18,179.82,265.5
iced coffee,drink,large,LATAM,Peru,Lima,Lima,2021,2021-03,3,9.99,40,399.6,277.72
iced coffee,drink,large,LATAM,Peru,Lima,Lima,2021,2021-04,4,9.99,9,89.91,340.86
iced coffee,drink,large,LATAM,Peru,Lima,Lima,2021,2021-05,5,9.99,37,369.63,320.88
iced coffee,drink,large,LATAM,Peru,Lima,Lima,2021,2021-06,6,9.99,35,349.65,313.29
iced coffee,drink,large,LATAM,Peru,Lima,Lima,2021,2021-07,7,9.99,31,309.69,324.87
iced coffee,drink,large,LATAM,Peru,Lima,Lima,2021,2021-08,8,9.99,49,489.51,338.06
iced coffee,drink,large,LATAM,Peru,Lima,Lima,2021,2021-09,9,9.99,15,149.85,287.71
iced coffee,drink,large,LATAM,Peru,Lima,Lima,2021,2021-10,10,9.99,31,309.69,336.46
iced coffee,drink,large,LATAM,Peru,Lima,Lima,2021,2021-11,11,9.99,30,299.7,336.06
iced coffee,drink,large,LATAM,Peru,Lima,Lima,2021,2021-12,12,9.99,33,329.67,331.67
iced coffee,drink,large,LATAM,Peru,Lima,Lima,2022,2022-01,1,9.99,38,379.62,312.89
iced coffee,drink,large,LATAM,Peru,Lima,Lima,2022,2022-02,2,9.99,32,319.68,265.5
iced coffee,drink,large,LATAM,Peru,Lima,Lima,2022,2022-03,3,9.99,42,419.58,277.72
iced coffee,drink,large,LATAM,Peru,Lima,Lima,2022,2022-04,4,9.99,43,429.57,340.86
iced coffee,drink,large,LATAM,Peru,Lima,Lima,2022,2022-05,5,9.99,34,339.66,320.88
iced coffee,drink,large,LATAM,Peru,Lima,Lima,2022,2022-06,6,9.99,31,309.69,313.29
iced coffee,drink,large,LATAM,Peru,Lima,Lima,2022,2022-07,7,9.99,15,149.85,324.87
iced coffee,drink,large,LATAM,Peru,Lima,Lima,2022,2022-08,8,9.99,20,199.8,338.06
iced coffee,drink,large,LATAM,Peru,Lima,Lima,2022,2022-09,9,9.99,39,389.61,287.71
iced coffee,drink,large,LATAM,Peru,Lima,Lima,2022,2022-10,10,9.99,20,199.8,336.46
iced coffee,drink,large,LATAM,Peru,Lima,Lima,2022,2022-11,11,9.99,47,469.53,336.06
iced coffee,drink,large,LATAM,Peru,Lima,Lima,2022,2022-12,12,9.99,50,499.5,331.67
iced coffee,drink,large,LATAM,Peru,Lima,Lima,2023,2023-01,1,9.99,52,519.48,312.89
iced coffee,drink,large,LATAM,Peru,Lima,Lima,2023,2023-02,2,9.99,29,289.71,265.5
iced coffee,drink,large,LATAM,Peru,Lima,Lima,2023,2023-03,3,9.99,52,519.48,277.72
iced coffee,drink,large,LATAM,Peru,Lima,Lima,2023,2023-04,4,9.99,54,539.46,340.86
iced coffee,drink,large,LATAM,Peru,Lima,Lima,2023,2023-05,5,9.99,40,399.6,320.88
iced coffee,drink,large,LATAM,Peru,Lima,Lima,2023,2023-06,6,9.99,35,349.65,313.29
iced coffee,drink,large,LATAM,Peru,Lima,Lima,2023,2023-07,7,9.99,31,309.69,324.87
iced coffee,drink,large,LATAM,Peru,Lima,Lima,2023,2023-08,8,9.99,31,309.69,338.06
iced coffee,drink,large,LATAM,Peru,Lima,Lima,2023,2023-09,9,9.99,20,199.8,287.71
iced coffee,drink,large,LATAM,Peru,Lima,Lima,2023,2023-10,10,9.99,34,339.66,336.46
iced coffee,drink,large,LATAM,Peru,Lima,Lima,2023,2023-11,11,9.99,34,339.66,336.06
iced coffee,drink,large,LATAM,Peru,Lima,Lima,2023,2023-12,12,9.99,36,359.64,331.67
iced coffee,drink,large,LATAM,Peru,Lima,Lima,2024,2024-01,1,9.99,32,319.68,312.89
iced coffee,drink,large,LATAM,Peru,Lima,Lima,2024,2024-02,2,9.99,25,249.75,265.5
iced coffee,drink,large,LATAM,Peru,Lima,Lima,2024,2024-03,3,9.99,31,309.69,277.72
iced coffee,drink,large,LATAM,Peru,Lima,Lima,2024,2024-04,4,9.99,35,349.65,340.86
iced coffee,drink,large,LATAM,Peru,Lima,Lima,2024,2024-05,5,9.99,20,199.8,320.88
iced coffee,drink,large,LATAM,Peru,Lima,Lima,2024,2024-06,6,9.99,34,339.66,313.29
iced coffee,drink,large,LATAM,Peru,Lima,Lima,2024,2024-07,7,9.99,47,469.53,324.87
iced coffee,drink,large,LATAM,Peru,Lima,Lima,2024,2024-08,8,9.99,25,249.75,338.06
